t1,t2,similarity
45336,45337,0.8
102527,102528,0.8
155116,155117,0.8
21962,21963,0.8
87819,87820,0.8
7322,7323,0.8
22887,22888,0.8
117500,117501,0.8
97677,97678,0.8
153300,153301,0.8
60370,60371,0.8
125145,125146,0.8
120077,120078,0.8
165413,165414,0.8
66563,66564,0.8
173986,173987,0.8
80671,80672,0.8
100064,100065,0.8
164469,164470,0.8
90297,90298,0.8
54330,54331,0.8
40091,40092,0.8
124534,124535,0.8
10792,10793,0.8
163251,163252,0.8
16312,16313,0.8
66498,66499,0.8
44453,44454,0.8
54763,54764,0.8
155354,155355,0.8
32043,32044,0.8
139717,139718,0.8
91037,91038,0.8
60405,60406,0.8
45381,45382,0.8
180186,180187,0.8
131205,131206,0.8
3280,3281,0.8
145963,145964,0.8
167648,167649,0.8
568,569,0.8
103216,103217,0.8
161734,161735,0.8
3980,3981,0.8
178150,178151,0.8
36397,36398,0.8
185719,185720,0.8
111760,111761,0.8
96808,96809,0.8
129115,129116,0.8
13094,13095,0.8
164880,164881,0.8
182249,182250,0.8
100605,100606,0.8
11632,11633,0.8
85269,85270,0.8
172438,172439,0.8
172696,172697,0.8
17591,17592,0.8
56869,56870,0.8
66183,66184,0.8
167889,167890,0.8
138085,138086,0.8
88898,88899,0.8
28732,28733,0.8
46274,46275,0.8
159438,159439,0.8
3207,3208,0.8
189107,189108,0.8
49299,49300,0.8
2014,2015,0.8
189194,189195,0.8
185379,185380,0.8
164429,164430,0.8
95673,95674,0.8
43361,43362,0.8
71936,71937,0.8
51870,51871,0.8
179898,179899,0.8
72841,72842,0.8
33905,33906,0.8
62315,62316,0.8
163802,163803,0.8
172473,172474,0.8
159599,159600,0.8
137267,137268,0.8
78777,78778,0.8
129674,129675,0.8
131775,131776,0.8
104181,104182,0.8
178168,178169,0.8
154966,154967,0.8
137968,137969,0.8
52307,52308,0.8
75738,75739,0.8
58016,58017,0.8
39470,39471,0.8
66264,66265,0.8
129480,129481,0.8
164332,164333,0.8
77137,77138,0.8
149631,149632,0.8
136583,136584,0.8
6909,6910,0.8
140706,140707,0.8
90251,90252,0.8
6368,6369,0.8
147997,147998,0.8
139017,139018,0.8
179135,179136,0.8
139529,139530,0.8
133869,133870,0.8
86037,86038,0.8
42279,42280,0.8
73884,73885,0.8
78729,78730,0.8
35765,35766,0.8
47584,47585,0.8
179046,179047,0.8
5251,5252,0.8
30254,30255,0.8
170398,170399,0.8
26374,26375,0.8
165523,165524,0.8
108825,108826,0.8
138760,138761,0.8
160123,160124,0.8
123102,123103,0.8
153833,153834,0.8
149632,149633,0.8
127545,127546,0.8
119063,119064,0.8
119163,119164,0.8
35953,35954,0.8
67661,67662,0.8
61055,61056,0.8
5310,5311,0.8
9383,9384,0.8
147104,147105,0.8
12158,12159,0.8
159280,159281,0.8
2976,2977,0.8
121422,121423,0.8
183644,183645,0.8
75391,75392,0.8
65707,65708,0.8
65588,65589,0.8
97464,97465,0.8
97774,97775,0.8
187095,187096,0.8
11744,11745,0.8
147793,147794,0.8
112556,112557,0.8
178902,178903,0.8
40493,40494,0.8
70327,70328,0.8
20419,20420,0.8
127764,127765,0.8
78257,78258,0.8
82336,82337,0.8
19130,19131,0.8
160800,160801,0.8
74780,74781,0.8
56110,56111,0.8
157605,157606,0.8
186430,186431,0.8
77094,77095,0.8
106035,106036,0.8
105185,105186,0.8
153181,153182,0.8
110082,110083,0.8
168311,168312,0.8
69214,69215,0.8
115089,115090,0.8
51224,51225,0.8
140944,140945,0.8
17223,17224,0.8
118205,118206,0.8
28046,28047,0.8
93291,93292,0.8
39870,39871,0.8
88868,88869,0.8
64538,64539,0.8
183936,183937,0.8
131537,131538,0.8
15230,15231,0.8
161355,161356,0.8
103181,103182,0.8
154844,154845,0.8
34635,34636,0.8
175594,175595,0.8
24409,24410,0.8
137700,137701,0.8
20330,20331,0.8
8551,8552,0.8
119617,119618,0.8
64603,64604,0.8
147057,147058,0.8
186578,186579,0.8
173965,173966,0.8
108219,108220,0.8
91892,91893,0.8
185336,185337,0.8
21284,21285,0.8
169819,169820,0.8
50606,50607,0.8
120943,120944,0.8
32824,32825,0.8
132572,132573,0.8
18600,18601,0.8
25977,25978,0.8
2270,2271,0.8
97665,97666,0.8
78762,78763,0.8
66490,66491,0.8
183499,183500,0.8
132393,132394,0.8
129675,129676,0.8
79652,79653,0.8
63046,63047,0.8
29532,29533,0.8
112770,112771,0.8
5060,5061,0.8
3521,3522,0.8
73449,73450,0.8
78678,78679,0.8
120490,120491,0.8
27275,27276,0.8
74814,74815,0.8
133594,133595,0.8
158413,158414,0.8
80648,80649,0.8
157299,157300,0.8
102004,102005,0.8
166134,166135,0.8
113752,113753,0.8
102932,102933,0.8
77987,77988,0.8
131661,131662,0.8
135720,135721,0.8
135736,135737,0.8
86427,86428,0.8
90608,90609,0.8
122493,122494,0.8
166622,166623,0.8
21217,21218,0.8
14373,14374,0.8
63863,63864,0.8
96856,96857,0.8
106375,106376,0.8
189090,189091,0.8
183248,183249,0.8
176673,176674,0.8
154779,154780,0.8
32502,32503,0.8
153880,153881,0.8
75721,75722,0.8
62233,62234,0.8
73103,73104,0.8
127753,127754,0.8
152846,152847,0.8
1654,1655,0.8
140043,140044,0.8
121103,121104,0.8
165720,165721,0.8
4848,4849,0.8
180917,180918,0.8
114425,114426,0.8
62865,62866,0.8
176804,176805,0.8
99721,99722,0.8
129813,129814,0.8
103243,103244,0.8
161184,161185,0.8
58626,58627,0.8
33574,33575,0.8
27534,27535,0.8
154866,154867,0.8
21394,21395,0.8
135047,135048,0.8
125790,125791,0.8
63074,63075,0.8
109804,109805,0.8
78219,78220,0.8
89341,89342,0.8
73281,73282,0.8
139000,139001,0.8
151805,151806,0.8
140238,140239,0.8
118337,118338,0.8
97954,97955,0.8
117961,117962,0.8
81804,81805,0.8
187722,187723,0.8
37344,37345,0.8
162694,162695,0.8
147908,147909,0.8
111503,111504,0.8
64111,64112,0.8
13344,13345,0.8
155644,155645,0.8
79807,79808,0.8
188902,188903,0.8
39691,39692,0.8
56877,56878,0.8
15129,15130,0.8
178920,178921,0.8
114523,114524,0.8
95075,95076,0.8
94501,94502,0.8
13624,13625,0.8
123515,123516,0.8
39208,39209,0.8
121802,121803,0.8
158995,158996,0.8
105403,105404,0.8
187990,187991,0.8
92940,92941,0.8
150134,150135,0.8
104838,104839,0.8
21852,21853,0.8
14096,14097,0.8
167376,167377,0.8
177230,177231,0.8
184411,184412,0.8
32942,32943,0.8
163191,163192,0.8
84030,84031,0.8
109259,109260,0.8
70448,70449,0.8
17403,17404,0.8
91432,91433,0.8
86447,86448,0.8
1719,1720,0.8
25084,25085,0.8
3997,3998,0.8
124377,124378,0.8
184614,184615,0.8
4558,4559,0.8
124010,124011,0.8
65029,65030,0.8
150164,150165,0.8
103940,103941,0.8
104686,104687,0.8
13578,13579,0.8
83209,83210,0.8
20887,20888,0.8
6408,6409,0.8
25748,25749,0.8
35435,35436,0.8
134436,134437,0.8
9867,9868,0.8
147881,147882,0.8
111968,111969,0.8
5977,5978,0.8
174851,174852,0.8
15085,15086,0.8
168314,168315,0.8
126330,126331,0.8
155306,155307,0.8
93228,93229,0.8
184970,184971,0.8
127422,127423,0.8
159886,159887,0.8
186092,186093,0.8
128975,128976,0.8
84304,84305,0.8
175078,175079,0.8
87308,87309,0.8
178241,178242,0.8
547,548,0.8
72212,72213,0.8
132380,132381,0.8
132239,132240,0.8
4473,4474,0.8
46204,46205,0.8
120183,120184,0.8
169731,169732,0.8
107396,107397,0.8
55228,55229,0.8
74969,74970,0.8
166838,166839,0.8
138659,138660,0.8
90458,90459,0.8
65381,65382,0.8
118149,118150,0.8
76751,76752,0.8
14697,14698,0.8
45746,45747,0.8
90070,90071,0.8
51173,51174,0.8
18102,18103,0.8
22761,22762,0.8
49859,49860,0.8
84605,84606,0.8
64756,64757,0.8
10192,10193,0.8
1055,1056,0.8
154951,154952,0.8
55137,55138,0.8
114242,114243,0.8
152264,152265,0.8
126,127,0.8
149328,149329,0.8
11631,11632,0.8
106656,106657,0.8
30715,30716,0.8
69322,69323,0.8
34453,34454,0.8
31984,31985,0.8
156018,156019,0.8
133915,133916,0.8
117139,117140,0.8
141017,141018,0.8
188677,188678,0.8
115872,115873,0.8
16333,16334,0.8
3223,3224,0.8
16036,16037,0.8
167736,167737,0.8
164648,164649,0.8
182715,182716,0.8
93777,93778,0.8
74857,74858,0.8
122759,122760,0.8
15980,15981,0.8
24510,24511,0.8
76679,76680,0.8
185644,185645,0.8
55834,55835,0.8
82188,82189,0.8
47802,47803,0.8
20309,20310,0.8
56893,56894,0.8
154919,154920,0.8
98169,98170,0.8
128491,128492,0.8
172053,172054,0.8
73364,73365,0.8
34883,34884,0.8
185682,185683,0.8
61571,61572,0.8
34191,34192,0.8
23760,23761,0.8
32822,32823,0.8
35969,35970,0.8
165828,165829,0.8
43134,43135,0.8
174650,174651,0.8
97904,97905,0.8
93463,93464,0.8
79449,79450,0.8
38793,38794,0.8
159737,159738,0.8
38792,38793,0.8
106024,106025,0.8
118187,118188,0.8
118649,118650,0.8
43252,43253,0.8
120969,120970,0.8
60827,60828,0.8
107216,107217,0.8
178199,178200,0.8
2983,2984,0.8
133365,133366,0.8
35954,35955,0.8
6442,6443,0.8
136412,136413,0.8
135634,135635,0.8
30253,30254,0.8
179622,179623,0.8
189504,189505,0.8
66597,66598,0.8
187872,187873,0.8
60797,60798,0.8
77467,77468,0.8
138436,138437,0.8
34329,34330,0.8
44412,44413,0.8
45393,45394,0.8
96102,96103,0.8
180282,180283,0.8
110023,110024,0.8
116127,116128,0.8
140183,140184,0.8
162551,162552,0.8
5294,5295,0.8
120429,120430,0.8
69200,69201,0.8
73576,73577,0.8
105972,105973,0.8
73753,73754,0.8
36314,36315,0.8
168651,168652,0.8
146556,146557,0.8
4169,4170,0.8
91246,91247,0.8
53843,53844,0.8
21456,21457,0.8
151464,151465,0.8
169678,169679,0.8
82203,82204,0.8
71161,71162,0.8
161439,161440,0.8
48099,48100,0.8
145775,145776,0.8
4301,4302,0.8
99469,99470,0.8
50607,50608,0.8
50044,50045,0.8
50871,50872,0.8
179571,179572,0.8
50264,50265,0.8
69280,69281,0.8
121199,121200,0.8
65700,65701,0.8
152544,152545,0.8
101531,101532,0.8
30534,30535,0.8
160598,160599,0.8
125899,125900,0.8
6931,6932,0.8
87935,87936,0.8
138963,138964,0.8
72757,72758,0.8
78061,78062,0.8
41489,41490,0.8
74114,74115,0.8
133157,133158,0.8
11968,11969,0.8
38098,38099,0.8
90738,90739,0.8
60978,60979,0.8
166125,166126,0.8
119902,119903,0.8
22131,22132,0.8
562,563,0.8
116605,116606,0.8
185962,185963,0.8
122256,122257,0.8
105860,105861,0.8
52513,52514,0.8
89704,89705,0.8
101395,101396,0.8
171000,171001,0.8
63182,63183,0.8
84766,84767,0.8
45280,45281,0.8
186807,186808,0.8
75953,75954,0.8
26475,26476,0.8
127066,127067,0.8
158261,158262,0.8
27558,27559,0.8
43231,43232,0.8
156220,156221,0.8
160959,160960,0.8
16039,16040,0.8
104551,104552,0.8
42059,42060,0.8
45000,45001,0.8
100747,100748,0.8
169928,169929,0.8
111485,111486,0.8
169965,169966,0.8
100105,100106,0.8
126650,126651,0.8
22207,22208,0.8
53919,53920,0.8
139002,139003,0.8
46425,46426,0.8
118764,118765,0.8
135557,135558,0.8
170286,170287,0.8
11728,11729,0.8
40256,40257,0.8
43645,43646,0.8
4445,4446,0.8
47653,47654,0.8
36786,36787,0.8
83115,83116,0.8
55634,55635,0.8
162256,162257,0.8
119741,119742,0.8
146228,146229,0.8
36809,36810,0.8
186174,186175,0.8
138175,138176,0.8
143639,143640,0.8
36069,36070,0.8
130768,130769,0.8
93300,93301,0.8
36891,36892,0.8
15470,15471,0.8
182184,182185,0.8
136344,136345,0.8
5270,5271,0.8
58507,58508,0.8
4330,4331,0.8
109832,109833,0.8
159041,159042,0.8
109983,109984,0.8
188194,188195,0.8
146063,146064,0.8
40414,40415,0.8
24948,24949,0.8
159749,159750,0.8
87514,87515,0.8
105042,105043,0.8
150337,150338,0.8
42371,42372,0.8
146363,146364,0.8
153811,153812,0.8
122150,122151,0.8
26987,26988,0.8
62733,62734,0.8
156247,156248,0.8
101969,101970,0.8
66590,66591,0.8
169338,169339,0.8
7148,7149,0.8
51347,51348,0.8
50129,50130,0.8
177762,177763,0.8
78933,78934,0.8
58549,58550,0.8
40329,40330,0.8
151800,151801,0.8
67905,67906,0.8
56524,56525,0.8
161333,161334,0.8
31474,31475,0.8
118940,118941,0.8
36997,36998,0.8
58805,58806,0.8
86150,86151,0.8
159643,159644,0.8
101120,101121,0.8
25904,25905,0.8
72218,72219,0.8
161609,161610,0.8
166425,166426,0.8
173496,173497,0.8
167978,167979,0.8
163808,163809,0.8
181745,181746,0.8
109766,109767,0.8
61965,61966,0.8
116977,116978,0.8
165704,165705,0.8
155475,155476,0.8
179992,179993,0.8
158557,158558,0.8
55127,55128,0.8
80550,80551,0.8
4761,4762,0.8
71037,71038,0.8
113216,113217,0.8
64636,64637,0.8
124208,124209,0.8
132462,132463,0.8
69486,69487,0.8
22807,22808,0.8
22811,22812,0.8
140548,140549,0.8
49269,49270,0.8
144656,144657,0.8
61618,61619,0.8
72380,72381,0.8
3801,3802,0.8
4604,4605,0.8
40224,40225,0.8
185564,185565,0.8
21823,21824,0.8
118348,118349,0.8
62401,62402,0.8
89069,89070,0.8
83841,83842,0.8
57795,57796,0.8
40702,40703,0.8
40943,40944,0.8
21761,21762,0.8
61614,61615,0.8
148812,148813,0.8
129086,129087,0.8
160935,160936,0.8
88317,88318,0.8
125106,125107,0.8
181272,181273,0.8
91410,91411,0.8
102062,102063,0.8
84087,84088,0.8
105226,105227,0.8
165873,165874,0.8
7403,7404,0.8
177141,177142,0.8
6798,6799,0.8
81847,81848,0.8
160400,160401,0.8
189087,189088,0.8
89773,89774,0.8
107065,107066,0.8
97155,97156,0.8
90428,90429,0.8
125719,125720,0.8
123701,123702,0.8
29656,29657,0.8
136781,136782,0.8
169094,169095,0.8
74595,74596,0.8
116991,116992,0.8
77260,77261,0.8
83815,83816,0.8
115302,115303,0.8
35059,35060,0.8
97150,97151,0.8
94109,94110,0.8
120605,120606,0.8
3132,3133,0.8
141931,141932,0.8
155833,155834,0.8
164287,164288,0.8
39043,39044,0.8
14244,14245,0.8
33294,33295,0.8
27945,27946,0.8
163498,163499,0.8
127169,127170,0.8
147132,147133,0.8
22172,22173,0.8
55071,55072,0.8
134884,134885,0.8
45247,45248,0.8
76480,76481,0.8
75374,75375,0.8
178693,178694,0.8
177213,177214,0.8
36398,36399,0.8
149195,149196,0.8
30649,30650,0.8
159708,159709,0.8
146261,146262,0.8
61272,61273,0.8
51833,51834,0.8
141124,141125,0.8
58255,58256,0.8
65986,65987,0.8
128333,128334,0.8
110724,110725,0.8
189183,189184,0.8
79623,79624,0.8
48464,48465,0.8
58115,58116,0.8
153024,153025,0.8
93073,93074,0.8
64562,64563,0.8
32847,32848,0.8
92697,92698,0.8
49786,49787,0.8
8766,8767,0.8
179016,179017,0.8
148919,148920,0.8
170,171,0.8
129940,129941,0.8
85120,85121,0.8
125696,125697,0.8
13841,13842,0.8
20877,20878,0.8
6643,6644,0.8
37998,37999,0.8
30589,30590,0.8
94410,94411,0.8
108261,108262,0.8
123069,123070,0.8
185882,185883,0.8
17873,17874,0.8
71992,71993,0.8
36826,36827,0.8
184933,184934,0.8
7456,7457,0.8
91029,91030,0.8
48019,48020,0.8
178036,178037,0.8
185291,185292,0.8
102516,102517,0.8
28351,28352,0.8
138689,138690,0.8
162306,162307,0.8
93556,93557,0.8
153284,153285,0.8
171822,171823,0.8
163087,163088,0.8
126409,126410,0.8
159667,159668,0.8
175487,175488,0.8
122171,122172,0.8
132003,132004,0.8
15040,15041,0.8
130568,130569,0.8
22001,22002,0.8
41909,41910,0.8
128131,128132,0.8
107555,107556,0.8
153593,153594,0.8
30185,30186,0.8
113128,113129,0.8
136650,136651,0.8
132609,132610,0.8
116369,116370,0.8
45140,45141,0.8
5662,5663,0.8
169374,169375,0.8
35234,35235,0.8
126326,126327,0.8
87602,87603,0.8
27007,27008,0.8
34523,34524,0.8
171499,171500,0.8
58435,58436,0.8
112465,112466,0.8
83388,83389,0.8
183356,183357,0.8
150172,150173,0.8
36570,36571,0.8
97092,97093,0.8
67873,67874,0.8
89797,89798,0.8
26512,26513,0.8
134791,134792,0.8
45437,45438,0.8
133523,133524,0.8
4420,4421,0.8
110373,110374,0.8
158141,158142,0.8
39471,39472,0.8
70735,70736,0.8
159613,159614,0.8
11246,11247,0.8
1590,1591,0.8
47681,47682,0.8
113673,113674,0.8
92074,92075,0.8
16995,16996,0.8
70532,70533,0.8
138262,138263,0.8
48304,48305,0.8
180003,180004,0.8
57444,57445,0.8
126200,126201,0.8
167834,167835,0.8
73013,73014,0.8
12693,12694,0.8
38408,38409,0.8
10800,10801,0.8
57957,57958,0.8
127984,127985,0.8
105275,105276,0.8
2994,2995,0.8
62872,62873,0.8
166158,166159,0.8
99800,99801,0.8
174160,174161,0.8
19826,19827,0.8
100464,100465,0.8
102697,102698,0.8
130727,130728,0.8
61913,61914,0.8
5885,5886,0.8
15785,15786,0.8
53998,53999,0.8
111797,111798,0.8
60087,60088,0.8
83783,83784,0.8
143239,143240,0.8
112462,112463,0.8
40705,40706,0.8
186356,186357,0.8
69557,69558,0.8
177184,177185,0.8
184467,184468,0.8
44734,44735,0.8
119013,119014,0.8
97866,97867,0.8
141518,141519,0.8
114135,114136,0.8
69072,69073,0.8
30822,30823,0.8
84977,84978,0.8
63573,63574,0.8
56721,56722,0.8
93290,93291,0.8
124193,124194,0.8
103801,103802,0.8
126346,126347,0.8
118932,118933,0.8
29761,29762,0.8
138123,138124,0.8
148365,148366,0.8
183027,183028,0.8
1329,1330,0.8
117520,117521,0.8
123039,123040,0.8
111268,111269,0.8
94725,94726,0.8
12979,12980,0.8
121270,121271,0.8
183690,183691,0.8
163709,163710,0.8
104900,104901,0.8
11599,11600,0.8
126045,126046,0.8
123793,123794,0.8
72955,72956,0.8
137735,137736,0.8
150691,150692,0.8
38936,38937,0.8
29805,29806,0.8
35395,35396,0.8
77343,77344,0.8
152387,152388,0.8
128244,128245,0.8
10131,10132,0.8
135510,135511,0.8
47882,47883,0.8
182222,182223,0.8
56130,56131,0.8
18366,18367,0.8
142773,142774,0.8
124000,124001,0.8
129057,129058,0.8
121769,121770,0.8
155250,155251,0.8
103072,103073,0.8
73936,73937,0.8
163478,163479,0.8
10282,10283,0.8
101770,101771,0.8
171088,171089,0.8
47876,47877,0.8
53288,53289,0.8
93577,93578,0.8
134510,134511,0.8
184733,184734,0.8
20907,20908,0.8
124519,124520,0.8
46509,46510,0.8
183014,183015,0.8
80502,80503,0.8
81846,81847,0.8
161161,161162,0.8
24012,24013,0.8
145814,145815,0.8
95076,95077,0.8
70779,70780,0.8
79562,79563,0.8
124439,124440,0.8
140631,140632,0.8
31868,31869,0.8
132035,132036,0.8
15659,15660,0.8
132715,132716,0.8
179498,179499,0.8
134209,134210,0.8
90788,90789,0.8
175049,175050,0.8
94009,94010,0.8
108009,108010,0.8
78399,78400,0.8
169329,169330,0.8
87455,87456,0.8
78998,78999,0.8
142616,142617,0.8
182002,182003,0.8
11870,11871,0.8
112352,112353,0.8
24393,24394,0.8
145999,146000,0.8
52421,52422,0.8
91006,91007,0.8
63360,63361,0.8
6938,6939,0.8
76639,76640,0.8
29718,29719,0.8
23888,23889,0.8
81763,81764,0.8
123389,123390,0.8
174282,174283,0.8
7977,7978,0.8
65999,66000,0.8
110374,110375,0.8
152403,152404,0.8
94199,94200,0.8
153119,153120,0.8
123408,123409,0.8
8374,8375,0.8
74137,74138,0.8
169073,169074,0.8
118417,118418,0.8
144276,144277,0.8
149115,149116,0.8
85119,85120,0.8
99263,99264,0.8
88894,88895,0.8
132089,132090,0.8
118103,118104,0.8
63666,63667,0.8
10672,10673,0.8
57609,57610,0.8
110495,110496,0.8
171135,171136,0.8
79619,79620,0.8
171112,171113,0.8
121032,121033,0.8
55135,55136,0.8
157443,157444,0.8
27474,27475,0.8
44165,44166,0.8
70272,70273,0.8
188055,188056,0.8
171383,171384,0.8
150035,150036,0.8
1911,1912,0.8
98942,98943,0.8
126906,126907,0.8
134373,134374,0.8
17523,17524,0.8
41688,41689,0.8
56775,56776,0.8
147112,147113,0.8
37295,37296,0.8
90570,90571,0.8
128926,128927,0.8
58564,58565,0.8
82065,82066,0.8
141465,141466,0.8
123366,123367,0.8
165346,165347,0.8
30507,30508,0.8
32680,32681,0.8
62037,62038,0.8
107451,107452,0.8
170749,170750,0.8
48634,48635,0.8
124404,124405,0.8
157,158,0.8
180364,180365,0.8
78248,78249,0.8
10076,10077,0.8
171530,171531,0.8
81386,81387,0.8
120132,120133,0.8
16062,16063,0.8
59051,59052,0.8
179228,179229,0.8
110041,110042,0.8
3212,3213,0.8
98314,98315,0.8
14946,14947,0.8
175570,175571,0.8
75748,75749,0.8
154678,154679,0.8
32471,32472,0.8
60415,60416,0.8
70299,70300,0.8
85228,85229,0.8
89465,89466,0.8
70630,70631,0.8
19186,19187,0.8
116840,116841,0.8
27667,27668,0.8
82674,82675,0.8
63499,63500,0.8
81834,81835,0.8
163752,163753,0.8
41169,41170,0.8
32813,32814,0.8
2455,2456,0.8
149477,149478,0.8
118633,118634,0.8
118966,118967,0.8
166999,167000,0.8
99532,99533,0.8
111990,111991,0.8
105971,105972,0.8
103892,103893,0.8
5920,5921,0.8
101323,101324,0.8
155835,155836,0.8
15109,15110,0.8
182412,182413,0.8
21724,21725,0.8
80186,80187,0.8
2583,2584,0.8
128261,128262,0.8
118012,118013,0.8
127837,127838,0.8
78959,78960,0.8
41762,41763,0.8
82159,82160,0.8
100893,100894,0.8
30071,30072,0.8
186128,186129,0.8
92258,92259,0.8
13427,13428,0.8
81970,81971,0.8
93132,93133,0.8
19604,19605,0.8
82805,82806,0.8
75076,75077,0.8
21822,21823,0.8
168936,168937,0.8
182019,182020,0.8
4742,4743,0.8
7020,7021,0.8
52713,52714,0.8
1637,1638,0.8
116470,116471,0.8
18497,18498,0.8
85544,85545,0.8
181802,181803,0.8
5355,5356,0.8
28016,28017,0.8
60162,60163,0.8
58449,58450,0.8
175950,175951,0.8
107835,107836,0.8
77906,77907,0.8
102547,102548,0.8
109032,109033,0.8
71795,71796,0.8
171968,171969,0.8
21225,21226,0.8
128483,128484,0.8
170715,170716,0.8
123061,123062,0.8
10841,10842,0.8
45435,45436,0.8
37301,37302,0.8
163731,163732,0.8
144645,144646,0.8
72884,72885,0.8
165223,165224,0.8
165164,165165,0.8
140208,140209,0.8
68285,68286,0.8
21268,21269,0.8
8017,8018,0.8
149201,149202,0.8
126420,126421,0.8
163810,163811,0.8
26614,26615,0.8
22083,22084,0.8
30390,30391,0.8
49719,49720,0.8
91547,91548,0.8
148582,148583,0.8
150868,150869,0.8
113458,113459,0.8
151781,151782,0.8
112379,112380,0.8
109122,109123,0.8
25733,25734,0.8
140959,140960,0.8
74319,74320,0.8
151556,151557,0.8
142329,142330,0.8
43491,43492,0.8
11925,11926,0.8
72532,72533,0.8
108943,108944,0.8
76412,76413,0.8
30936,30937,0.8
5771,5772,0.8
99335,99336,0.8
19117,19118,0.8
189949,189950,0.8
32257,32258,0.8
111206,111207,0.8
113691,113692,0.8
161031,161032,0.8
30774,30775,0.8
138677,138678,0.8
150809,150810,0.8
173666,173667,0.8
23583,23584,0.8
54853,54854,0.8
14983,14984,0.8
117412,117413,0.8
14132,14133,0.8
48439,48440,0.8
180951,180952,0.8
19509,19510,0.8
99394,99395,0.8
31921,31922,0.8
111305,111306,0.8
119393,119394,0.8
89916,89917,0.8
123146,123147,0.8
186433,186434,0.8
105886,105887,0.8
52678,52679,0.8
149944,149945,0.8
94819,94820,0.8
9493,9494,0.8
139465,139466,0.8
20485,20486,0.8
63317,63318,0.8
21079,21080,0.8
14174,14175,0.8
134600,134601,0.8
156364,156365,0.8
77009,77010,0.8
125013,125014,0.8
104780,104781,0.8
70730,70731,0.8
94730,94731,0.8
47235,47236,0.8
126439,126440,0.8
74811,74812,0.8
173790,173791,0.8
80668,80669,0.8
67080,67081,0.8
24882,24883,0.8
109141,109142,0.8
171468,171469,0.8
77034,77035,0.8
95840,95841,0.8
41340,41341,0.8
145088,145089,0.8
32829,32830,0.8
106006,106007,0.8
1997,1998,0.8
158704,158705,0.8
61159,61160,0.8
156798,156799,0.8
27000,27001,0.8
146706,146707,0.8
69136,69137,0.8
9168,9169,0.8
174180,174181,0.8
45615,45616,0.8
150837,150838,0.8
180308,180309,0.8
109586,109587,0.8
42174,42175,0.8
40340,40341,0.8
1004,1005,0.8
15807,15808,0.8
6663,6664,0.8
187418,187419,0.8
139676,139677,0.8
187110,187111,0.8
157096,157097,0.8
100543,100544,0.8
121823,121824,0.8
44305,44306,0.8
41740,41741,0.8
65795,65796,0.8
20511,20512,0.8
128577,128578,0.8
68440,68441,0.8
21600,21601,0.8
22375,22376,0.8
170558,170559,0.8
26432,26433,0.8
62240,62241,0.8
169091,169092,0.8
63185,63186,0.8
178190,178191,0.8
90899,90900,0.8
84424,84425,0.8
82681,82682,0.8
178946,178947,0.8
155720,155721,0.8
182028,182029,0.8
14840,14841,0.8
60475,60476,0.8
153912,153913,0.8
114207,114208,0.8
51973,51974,0.8
882,883,0.8
120184,120185,0.8
129018,129019,0.8
134545,134546,0.8
85711,85712,0.8
23065,23066,0.8
10511,10512,0.8
123963,123964,0.8
152211,152212,0.8
108644,108645,0.8
67403,67404,0.8
43551,43552,0.8
27666,27667,0.8
51205,51206,0.8
162162,162163,0.8
58676,58677,0.8
64025,64026,0.8
110960,110961,0.8
90704,90705,0.8
7935,7936,0.8
134694,134695,0.8
72144,72145,0.8
180034,180035,0.8
45987,45988,0.8
155619,155620,0.8
67032,67033,0.8
163966,163967,0.8
117672,117673,0.8
18248,18249,0.8
100763,100764,0.8
46511,46512,0.8
71033,71034,0.8
32296,32297,0.8
84576,84577,0.8
182173,182174,0.8
178449,178450,0.8
109597,109598,0.8
171673,171674,0.8
47877,47878,0.8
107576,107577,0.8
83819,83820,0.8
98010,98011,0.8
126297,126298,0.8
23960,23961,0.8
48595,48596,0.8
23570,23571,0.8
7937,7938,0.8
158190,158191,0.8
173032,173033,0.8
137096,137097,0.8
133220,133221,0.8
148619,148620,0.8
101275,101276,0.8
27195,27196,0.8
164495,164496,0.8
72795,72796,0.8
96249,96250,0.8
102899,102900,0.8
112221,112222,0.8
30293,30294,0.8
93988,93989,0.8
182137,182138,0.8
153414,153415,0.8
105036,105037,0.8
189368,189369,0.8
52919,52920,0.8
177284,177285,0.8
173406,173407,0.8
70190,70191,0.8
75461,75462,0.8
6739,6740,0.8
47590,47591,0.8
57435,57436,0.8
1050,1051,0.8
102128,102129,0.8
66737,66738,0.8
40479,40480,0.8
25534,25535,0.8
185865,185866,0.8
3652,3653,0.8
5354,5355,0.8
24997,24998,0.8
44663,44664,0.8
185424,185425,0.8
79404,79405,0.8
81380,81381,0.8
170708,170709,0.8
159285,159286,0.8
119030,119031,0.8
87107,87108,0.8
79399,79400,0.8
182693,182694,0.8
21013,21014,0.8
90882,90883,0.8
87243,87244,0.8
66739,66740,0.8
37106,37107,0.8
121915,121916,0.8
23369,23370,0.8
160782,160783,0.8
53307,53308,0.8
138540,138541,0.8
181479,181480,0.8
3420,3421,0.8
150833,150834,0.8
82966,82967,0.8
186791,186792,0.8
154301,154302,0.8
97345,97346,0.8
164151,164152,0.8
83997,83998,0.8
141409,141410,0.8
52431,52432,0.8
160837,160838,0.8
102662,102663,0.8
137358,137359,0.8
135305,135306,0.8
187679,187680,0.8
73768,73769,0.8
165565,165566,0.8
